Year,Anomaly,Region
200505,0.91,southAmerica
200506,1.33,southAmerica
200507,0.86,southAmerica
200508,1.15,southAmerica
200509,0.19,southAmerica
200510,0.83,southAmerica
200511,0.93,southAmerica
200512,0.48,southAmerica
200601,0.91,southAmerica
200602,1.0,southAmerica
200603,0.86,southAmerica
200604,0.69,southAmerica
200605,-0.03,southAmerica
200606,0.93,southAmerica
200607,1.36,southAmerica
200608,1.09,southAmerica
200609,0.68,southAmerica
200610,1.09,southAmerica
200611,0.54,southAmerica
200612,0.94,southAmerica
200701,0.99,southAmerica
200702,0.82,southAmerica
200703,0.81,southAmerica
200704,1.02,southAmerica
200705,-0.06,southAmerica
200706,0.62,southAmerica
200707,0.32,southAmerica
200708,-0.08,southAmerica
200709,1.02,southAmerica
200710,0.89,southAmerica
200711,0.53,southAmerica
200712,0.52,southAmerica
200801,0.52,southAmerica
200802,0.57,southAmerica
200803,0.45,southAmerica
200804,0.46,southAmerica
200805,0.1,southAmerica
200806,0.06,southAmerica
200807,1.35,southAmerica
200808,1.09,southAmerica
200809,0.53,southAmerica
200810,1.04,southAmerica
200811,1.15,southAmerica
200812,0.71,southAmerica
200901,0.59,southAmerica
200902,0.68,southAmerica
200903,1.02,southAmerica
200904,1.04,southAmerica
200905,0.89,southAmerica
200906,0.4,southAmerica
200907,0.87,southAmerica
200908,1.26,southAmerica
200909,0.86,southAmerica
200910,1.05,southAmerica
200911,1.43,southAmerica
200912,0.76,southAmerica
201001,1.04,southAmerica
201002,1.47,southAmerica
201003,1.59,southAmerica
201004,0.88,southAmerica
201005,0.7,southAmerica
201006,1.03,southAmerica
201007,0.68,southAmerica
201008,0.5,southAmerica
201009,0.98,southAmerica
201010,0.7,southAmerica
201011,0.53,southAmerica
201012,0.73,southAmerica
201101,0.67,southAmerica
201102,0.48,southAmerica
201103,0.36,southAmerica
201104,0.74,southAmerica
201105,0.43,southAmerica
201106,0.84,southAmerica
201107,0.86,southAmerica
201108,0.81,southAmerica
201109,1.12,southAmerica
201110,0.59,southAmerica
201111,0.74,southAmerica
201112,0.7,southAmerica
201201,0.67,southAmerica
201202,0.64,southAmerica
201203,0.72,southAmerica
201204,0.83,southAmerica
201205,0.9,southAmerica
201206,0.97,southAmerica
201207,0.53,southAmerica
201208,1.07,southAmerica
201209,1.4,southAmerica
201210,1.38,southAmerica
201211,1.02,southAmerica
201212,1.09,southAmerica
201301,0.96,southAmerica
201302,0.83,southAmerica
201303,0.7,southAmerica
201304,0.79,southAmerica
201305,0.99,southAmerica
201306,1.19,southAmerica
201307,0.81,southAmerica
201308,0.24,southAmerica
201309,0.6,southAmerica
201310,0.82,southAmerica
201311,0.65,southAmerica
201312,1.25,southAmerica
201401,0.89,southAmerica
201402,0.62,southAmerica
201403,0.64,southAmerica
201404,0.9,southAmerica
201405,0.9,southAmerica
201406,1.17,southAmerica
201407,0.94,southAmerica
201408,1.42,southAmerica
201409,1.59,southAmerica
201410,1.58,southAmerica
201411,1.08,southAmerica
201412,0.94,southAmerica
201501,1.09,southAmerica
201502,0.84,southAmerica
201503,1.12,southAmerica
201504,1.39,southAmerica
201505,1.18,southAmerica
201506,1.52,southAmerica
201507,1.65,southAmerica
201508,1.99,southAmerica
201509,1.86,southAmerica
201510,1.58,southAmerica
201511,1.3,southAmerica
201512,1.5,southAmerica
201601,1.57,southAmerica
201602,1.83,southAmerica
201603,1.41,southAmerica
201604,1.4,southAmerica
201605,0.73,southAmerica
201606,0.5,southAmerica
201607,1.33,southAmerica
201608,1.59,southAmerica
201609,0.93,southAmerica
201610,1.14,southAmerica
201611,1.06,southAmerica
201612,1.25,southAmerica
201701,1.02,southAmerica
201702,0.95,southAmerica
201703,0.94,southAmerica
201704,0.9,southAmerica
201705,1.39,southAmerica
201706,1.33,southAmerica
201707,1.29,southAmerica
201708,1.92,southAmerica
201709,1.49,southAmerica
201710,1.31,southAmerica
201711,0.98,southAmerica
201712,1.17,southAmerica
201801,0.83,southAmerica
201802,0.8,southAmerica
201803,0.94,southAmerica
201804,1.28,southAmerica
201805,1.0,southAmerica
201806,0.38,southAmerica
201807,0.88,southAmerica
201808,0.65,southAmerica
201809,1.52,southAmerica
201810,1.31,southAmerica
201811,1.14,southAmerica
201812,0.95,southAmerica
201901,1.13,southAmerica
201902,1.09,southAmerica
201903,0.97,southAmerica
201904,1.39,southAmerica
201905,1.25,southAmerica
201906,1.74,southAmerica
201907,1.01,southAmerica
201908,1.06,southAmerica
201909,1.61,southAmerica
201910,1.2,southAmerica
201911,1.47,southAmerica
201912,1.22,southAmerica
202001,1.37,southAmerica
202002,1.25,southAmerica
202003,1.74,southAmerica
202004,1.24,southAmerica
202005,0.91,southAmerica
202006,1.46,southAmerica
202007,1.24,southAmerica
202008,1.56,southAmerica
202009,1.69,southAmerica
202010,1.69,southAmerica
202011,1.37,southAmerica
202012,1.08,southAmerica
202101,0.86,southAmerica
202102,0.69,southAmerica
202103,0.82,southAmerica
202104,1.06,southAmerica
202105,0.7,southAmerica
202106,0.85,southAmerica
202107,0.95,southAmerica
202108,1.46,southAmerica
202109,1.94,southAmerica
202110,1.38,southAmerica
202111,0.92,southAmerica
202112,1.14,southAmerica
202201,1.32,southAmerica
202202,0.85,southAmerica
202203,0.63,southAmerica
202204,0.86,southAmerica
202205,0.31,southAmerica
202206,0.48,southAmerica
202207,1.66,southAmerica
202208,0.98,southAmerica
202209,0.85,southAmerica
202210,0.88,southAmerica
202211,0.65,southAmerica
202212,1.14,southAmerica
202301,0.96,southAmerica
202302,1.08,southAmerica
202303,1.49,southAmerica
202304,1.26,southAmerica
202305,1.44,southAmerica
202306,1.54,southAmerica
202307,2.17,southAmerica
202308,2.45,southAmerica
202309,2.33,southAmerica
202310,2.17,southAmerica
202311,2.14,southAmerica
202312,1.88,southAmerica
202401,1.74,southAmerica
202402,2.05,southAmerica
202403,2.06,southAmerica
202404,1.76,southAmerica
202405,0.89,southAmerica
202406,2.19,southAmerica
202407,1.21,southAmerica
202408,1.55,southAmerica
202409,2.39,southAmerica
202410,2.19,southAmerica
202411,1.6,southAmerica
202412,1.21,southAmerica
202501,1.3,southAmerica
202502,1.56,southAmerica
202503,1.37,southAmerica
202504,0.96,southAmerica
202505,1.33,southAmerica
202506,0.78,southAmerica
202507,1.09,southAmerica
202508,1.14,southAmerica
202509,1.55,southAmerica
202510,1.11,southAmerica
202511,1.08,southAmerica
202512,1.19,southAmerica
202601,1.09,southAmerica
185001,-0.21,oceania
185002,-0.55,oceania
185003,-0.04,oceania
185004,-0.6,oceania
185005,-0.03,oceania
185006,0.44,oceania
185007,0.2,oceania
185008,0.73,oceania
185009,-0.15,oceania
185010,-1.11,oceania
185011,0.09,oceania
185012,0.18,oceania
185101,0.59,oceania
185102,-0.45,oceania
185103,0.59,oceania
185104,-0.07,oceania
185105,-0.11,oceania
185106,-0.48,oceania
185107,-0.23,oceania
185108,1.89,oceania
185109,0.0,oceania
185110,0.22,oceania
185111,-0.55,oceania
185112,-0.14,oceania
185201,0.17,oceania
185202,-0.58,oceania
185203,0.09,oceania
185204,-0.49,oceania
185205,-0.69,oceania
185206,0.47,oceania
185207,0.73,oceania
185208,0.5,oceania
185209,1.11,oceania
185210,0.26,oceania
185211,1.11,oceania
185212,0.28,oceania
185301,-0.09,oceania
185302,0.43,oceania
185303,-0.1,oceania
185304,-0.4,oceania
185305,-0.24,oceania
185306,-0.57,oceania
185307,0.27,oceania
185308,0.2,oceania
185309,0.16,oceania
185310,-0.11,oceania
185311,0.75,oceania
185312,-0.54,oceania
185401,0.46,oceania
185402,-0.36,oceania
185403,-0.41,oceania
185404,0.2,oceania
185405,-0.54,oceania
185406,-0.77,oceania
185407,0.1,oceania
185408,0.66,oceania
185409,-0.07,oceania
185410,-0.12,oceania
185411,-0.75,oceania
185412,0.13,oceania
185501,-0.34,oceania
185502,-0.12,oceania
185503,0.56,oceania
185504,-0.26,oceania
185505,-0.34,oceania
185506,-0.15,oceania
185507,0.1,oceania
185508,-0.26,oceania
185509,0.61,oceania
185510,0.2,oceania
185511,0.14,oceania
185512,-0.66,oceania
185601,0.36,oceania
185602,-0.1,oceania
185603,0.83,oceania
185604,-0.2,oceania
185605,-0.63,oceania
185606,0.38,oceania
185607,-0.18,oceania
185608,0.39,oceania
185609,0.26,oceania
185610,-0.92,oceania
185611,-0.51,oceania
185612,-0.67,oceania
185701,0.18,oceania
185702,-0.17,oceania
185703,0.21,oceania
185704,0.93,oceania
185705,-0.85,oceania
185706,-0.13,oceania
185707,0.05,oceania
185708,0.34,oceania
185709,-0.21,oceania
185710,-0.22,oceania
185711,-0.44,oceania
185712,0.03,oceania
185801,-0.21,oceania
185802,-0.42,oceania
185803,-0.25,oceania
185804,-0.66,oceania
185805,-0.26,oceania
185806,-0.83,oceania
185807,-0.84,oceania
185808,-0.16,oceania
185809,-0.36,oceania
185810,-0.51,oceania
185811,0.18,oceania
185812,-0.27,oceania
185901,-0.69,oceania
185902,-0.26,oceania
185903,-0.89,oceania
185904,-1.53,oceania
185905,-0.6,oceania
185906,-0.42,oceania
185907,-0.7,oceania
185908,0.42,oceania
185909,-0.63,oceania
185910,0.44,oceania
185911,-0.6,oceania
185912,-0.02,oceania
186001,-0.3,oceania
186002,-0.68,oceania
186003,-0.67,oceania
186004,-0.31,oceania
186005,-0.88,oceania
186006,-0.61,oceania
186007,0.06,oceania
186008,0.1,oceania
186009,0.14,oceania
186010,-0.37,oceania
186011,-1.07,oceania
186012,-0.02,oceania
186101,-0.37,oceania
186102,-1.34,oceania
186103,0.14,oceania
186104,-0.6,oceania
186105,-0.82,oceania
186106,-0.4,oceania
186107,-0.83,oceania
186108,-0.19,oceania
186109,-0.69,oceania
186110,-0.29,oceania
186111,-0.42,oceania
186112,-0.26,oceania
186201,0.17,oceania
186202,0.05,oceania
186203,0.64,oceania
186204,-0.46,oceania
186205,-0.6,oceania
186206,-0.2,oceania
186207,-0.01,oceania
186208,-0.61,oceania
186209,0.11,oceania
186210,-0.14,oceania
186211,0.7,oceania
186212,0.7,oceania
186301,0.56,oceania
186302,0.03,oceania
186303,0.0,oceania
186304,-0.56,oceania
186305,-0.35,oceania
186306,0.0,oceania
186307,-0.47,oceania
186308,-0.7,oceania
186309,-0.79,oceania
186310,-0.69,oceania
186311,-0.99,oceania
186312,-0.98,oceania
186401,-0.12,oceania
186402,-0.52,oceania
186403,-0.27,oceania
186404,0.42,oceania
186405,-0.13,oceania
186406,-0.13,oceania
186407,0.22,oceania
186408,-0.15,oceania
186409,0.13,oceania
186410,-0.89,oceania
186411,-0.52,oceania
186412,0.4,oceania
186501,-0.06,oceania
186502,-0.39,oceania
186503,-0.01,oceania
186504,-0.55,oceania
186505,-1.35,oceania
186506,-0.22,oceania
186507,-0.29,oceania
186508,0.16,oceania
186509,0.27,oceania
186510,-0.72,oceania
186511,-0.02,oceania
186512,-0.11,oceania
186601,-0.12,oceania
186602,-0.18,oceania
186603,-0.11,oceania
186604,0.95,oceania
186605,0.85,oceania
186606,-0.14,oceania
186607,-0.32,oceania
186608,-0.97,oceania
186609,0.57,oceania
186610,0.41,oceania
186611,-1.1,oceania
186612,-0.98,oceania
186701,0.22,oceania
186702,-0.52,oceania
186703,-1.06,oceania
186704,-0.46,oceania
186705,0.99,oceania
186706,0.86,oceania
186707,0.59,oceania
186708,0.76,oceania
186709,0.3,oceania
186710,1.01,oceania
186711,-0.27,oceania
186712,-0.27,oceania
186801,0.05,oceania
186802,-0.17,oceania
186803,0.24,oceania
186804,0.01,oceania
186805,-0.35,oceania
186806,0.01,oceania
186807,-0.38,oceania
186808,0.18,oceania
186809,0.69,oceania
186810,1.5,oceania
186811,-0.64,oceania
186812,0.8,oceania
186901,-0.06,oceania
186902,0.22,oceania
186903,0.62,oceania
186904,0.03,oceania
186905,-0.49,oceania
186906,0.21,oceania
186907,0.03,oceania
186908,-0.16,oceania
186909,-0.47,oceania
186910,-0.22,oceania
186911,-0.01,oceania
186912,0.44,oceania
187001,0.55,oceania
187002,-0.46,oceania
187003,-0.32,oceania
187004,-0.48,oceania
187005,-0.44,oceania
187006,1.0,oceania
187007,0.1,oceania
187008,-0.31,oceania
187009,-0.04,oceania
187010,-0.05,oceania
187011,-0.51,oceania
187012,0.1,oceania
187101,0.26,oceania
187102,0.99,oceania
187103,-0.82,oceania
187104,0.21,oceania
187105,0.01,oceania
187106,0.47,oceania
187107,0.18,oceania
187108,-0.25,oceania
187109,0.42,oceania
187110,-0.65,oceania
187111,-0.03,oceania
187112,0.81,oceania
187201,0.91,oceania
187202,0.16,oceania
187203,0.59,oceania
187204,-1.04,oceania
187205,-0.82,oceania
187206,0.1,oceania
187207,-0.71,oceania
187208,-0.54,oceania
187209,-0.16,oceania
187210,-0.31,oceania
187211,-0.59,oceania
187212,0.34,oceania
187301,0.12,oceania
187302,0.14,oceania
187303,-0.49,oceania
187304,-0.5,oceania
187305,-0.6,oceania
187306,0.54,oceania
187307,-0.33,oceania
187308,0.94,oceania
187309,0.63,oceania
187310,0.6,oceania
187311,-1.33,oceania
187312,-0.13,oceania
187401,-0.34,oceania
187402,-0.88,oceania
187403,-0.79,oceania
187404,0.43,oceania
187405,-1.12,oceania
187406,-0.54,oceania
187407,-0.57,oceania
187408,-0.33,oceania
187409,0.13,oceania
187410,0.59,oceania
187411,-0.77,oceania
187412,-0.05,oceania
187501,0.68,oceania
187502,0.47,oceania
187503,-0.17,oceania
187504,0.41,oceania
187505,-0.75,oceania
187506,-0.45,oceania
187507,0.3,oceania
187508,-0.18,oceania
187509,-0.26,oceania
187510,-0.31,oceania
187511,-1.22,oceania
187512,-0.78,oceania
187601,-0.65,oceania
187602,-1.37,oceania
187603,1.04,oceania
187604,-0.1,oceania
187605,-0.15,oceania
187606,-1.25,oceania
187607,0.11,oceania
187608,-0.79,oceania
187609,-0.44,oceania
187610,-0.09,oceania
187611,-0.91,oceania
187612,-0.2,oceania
187701,0.14,oceania
187702,0.22,oceania
187703,0.19,oceania
187704,0.07,oceania
187705,-0.49,oceania
187706,-0.03,oceania
187707,0.25,oceania
187708,0.54,oceania
187709,-0.02,oceania
187710,-0.14,oceania
187711,0.65,oceania
187712,0.46,oceania
187801,0.47,oceania
187802,-0.35,oceania
187803,0.46,oceania
187804,0.79,oceania
187805,0.05,oceania
187806,-0.42,oceania
187807,1.14,oceania
187808,0.19,oceania
187809,1.03,oceania
187810,0.86,oceania
187811,-0.15,oceania
187812,0.05,oceania
187901,0.11,oceania
187902,-0.33,oceania
187903,-0.84,oceania
187904,-0.66,oceania
187905,-0.68,oceania
187906,-0.78,oceania
187907,-0.41,oceania
187908,-0.01,oceania
187909,-0.48,oceania
187910,-0.86,oceania
187911,-0.74,oceania
187912,0.33,oceania
188001,-0.62,oceania
188002,0.01,oceania
188003,0.63,oceania
188004,-0.21,oceania
188005,-0.39,oceania
188006,-0.94,oceania
188007,-1.0,oceania
188008,0.91,oceania
188009,-0.07,oceania
188010,-0.59,oceania
188011,0.21,oceania
188012,0.17,oceania
188101,0.04,oceania
188102,-0.77,oceania
188103,-0.32,oceania
188104,0.53,oceania
188105,0.73,oceania
188106,-1.03,oceania
188107,-0.57,oceania
188108,0.28,oceania
188109,-0.35,oceania
188110,-0.18,oceania
188111,-0.31,oceania
188112,0.24,oceania
188201,0.2,oceania
188202,0.0,oceania
188203,1.04,oceania
188204,-0.18,oceania
188205,-0.47,oceania
188206,-1.3,oceania
188207,-0.64,oceania
188208,0.06,oceania
188209,0.24,oceania
188210,0.17,oceania
188211,-0.36,oceania
188212,-0.66,oceania
188301,-0.01,oceania
188302,-0.37,oceania
188303,-0.48,oceania
188304,-0.76,oceania
188305,-0.66,oceania
188306,0.53,oceania
188307,-0.34,oceania
188308,-0.53,oceania
188309,-0.88,oceania
188310,-0.49,oceania
188311,-0.78,oceania
188312,-0.25,oceania
188401,-0.43,oceania
188402,-0.17,oceania
188403,-0.35,oceania
188404,0.13,oceania
188405,-0.71,oceania
188406,0.11,oceania
188407,-1.06,oceania
188408,0.37,oceania
188409,0.16,oceania
188410,-0.23,oceania
188411,-0.63,oceania
188412,-0.71,oceania
188501,-0.09,oceania
188502,-0.8,oceania
188503,-1.41,oceania
188504,-1.02,oceania
188505,0.16,oceania
188506,-0.98,oceania
188507,-0.67,oceania
188508,0.14,oceania
188509,0.07,oceania
188510,0.62,oceania
188511,-0.12,oceania
188512,0.51,oceania
188601,0.51,oceania
188602,-0.19,oceania
188603,-0.15,oceania
188604,-0.14,oceania
188605,0.0,oceania
188606,-0.52,oceania
188607,-0.03,oceania
188608,-0.1,oceania
188609,0.38,oceania
188610,-0.81,oceania
188611,-0.17,oceania
188612,-0.55,oceania
188701,0.62,oceania
188702,-0.91,oceania
188703,-0.17,oceania
188704,-0.64,oceania
188705,-0.82,oceania
188706,-1.09,oceania
188707,-0.65,oceania
188708,-0.39,oceania
188709,-0.46,oceania
188710,-0.42,oceania
188711,-0.7,oceania
188712,-0.45,oceania
188801,0.49,oceania
188802,-0.14,oceania
188803,-0.77,oceania
188804,0.65,oceania
188805,-0.37,oceania
188806,0.06,oceania
188807,-0.61,oceania
188808,-0.29,oceania
188809,-0.21,oceania
188810,0.14,oceania
188811,0.94,oceania
188812,0.9,oceania
188901,0.1,oceania
188902,0.6,oceania
188903,0.66,oceania
188904,0.15,oceania
188905,-0.14,oceania
188906,0.18,oceania
188907,-0.38,oceania
188908,-0.31,oceania
188909,-0.03,oceania
188910,0.69,oceania
188911,0.45,oceania
188912,0.45,oceania
189001,-0.18,oceania
189002,-0.3,oceania
189003,0.15,oceania
189004,-0.38,oceania
189005,-0.34,oceania
189006,-0.03,oceania
189007,-0.92,oceania
189008,-0.52,oceania
189009,-0.36,oceania
189010,-0.04,oceania
189011,-0.4,oceania
189012,-0.51,oceania
189101,-0.97,oceania
189102,-0.96,oceania
189103,-0.29,oceania
189104,-0.8,oceania
189105,0.0,oceania
189106,-1.03,oceania
189107,-1.46,oceania
189108,-1.18,oceania
189109,-0.93,oceania
189110,-0.28,oceania
189111,-0.28,oceania
189112,-0.14,oceania
189201,-0.16,oceania
189202,0.34,oceania
189203,0.26,oceania
189204,-0.77,oceania
189205,-0.78,oceania
189206,-0.63,oceania
189207,-0.46,oceania
189208,0.21,oceania
189209,-0.26,oceania
189210,-0.12,oceania
189211,0.18,oceania
189212,-0.16,oceania
189301,0.02,oceania
189302,0.04,oceania
189303,-0.17,oceania
189304,-0.12,oceania
189305,-0.09,oceania
189306,-0.65,oceania
189307,0.01,oceania
189308,0.06,oceania
189309,-0.02,oceania
189310,0.37,oceania
189311,-0.17,oceania
189312,-0.11,oceania
189401,-0.5,oceania
189402,-1.33,oceania
189403,-0.03,oceania
189404,-0.6,oceania
189405,-1.48,oceania
189406,-0.62,oceania
189407,-0.87,oceania
189408,-0.64,oceania
189409,-0.82,oceania
189410,-0.33,oceania
189411,-0.19,oceania
189412,-0.44,oceania
189501,-0.53,oceania
189502,-0.78,oceania
189503,-0.21,oceania
189504,-0.29,oceania
189505,-0.74,oceania
189506,-0.38,oceania
189507,-1.05,oceania
189508,-0.32,oceania
189509,-0.39,oceania
189510,0.43,oceania
189511,-0.27,oceania
189512,0.18,oceania
189601,0.48,oceania
189602,-0.21,oceania
189603,-0.19,oceania
189604,-0.23,oceania
189605,-0.77,oceania
189606,-1.06,oceania
189607,-1.14,oceania
189608,-0.98,oceania
189609,-1.02,oceania
189610,0.78,oceania
189611,0.03,oceania
189612,0.69,oceania
189701,-0.02,oceania
189702,0.1,oceania
189703,-0.42,oceania
189704,0.29,oceania
189705,-0.62,oceania
189706,0.64,oceania
189707,0.28,oceania
189708,-0.36,oceania
189709,-0.09,oceania
189710,0.23,oceania
189711,1.0,oceania
189712,0.11,oceania
189801,0.21,oceania
189802,-0.28,oceania
189803,-0.26,oceania
189804,-0.69,oceania
189805,-1.36,oceania
189806,-0.17,oceania
189807,-0.32,oceania
189808,0.25,oceania
189809,0.35,oceania
189810,0.06,oceania
189811,0.39,oceania
189812,0.23,oceania
189901,-1.11,oceania
189902,0.15,oceania
189903,-0.18,oceania
189904,-0.11,oceania
189905,-0.94,oceania
189906,-0.52,oceania
189907,-1.12,oceania
189908,-0.51,oceania
189909,0.26,oceania
189910,-0.56,oceania
189911,0.17,oceania
189912,0.42,oceania
190001,-0.09,oceania
190002,1.12,oceania
190003,-0.1,oceania
190004,-0.35,oceania
190005,-0.49,oceania
190006,0.19,oceania
190007,-0.72,oceania
190008,-0.01,oceania
190009,-0.45,oceania
190010,0.39,oceania
190011,0.85,oceania
190012,0.77,oceania
190101,0.11,oceania
190102,0.02,oceania
190103,-0.5,oceania
190104,-0.36,oceania
190105,-0.04,oceania
190106,-0.86,oceania
190107,-0.84,oceania
190108,-0.44,oceania
190109,0.39,oceania
190110,-0.45,oceania
190111,0.81,oceania
190112,0.71,oceania
190201,0.13,oceania
190202,0.11,oceania
190203,-0.05,oceania
190204,-0.07,oceania
190205,-0.48,oceania
190206,-0.52,oceania
190207,-0.4,oceania
190208,-0.43,oceania
190209,-0.28,oceania
190210,-0.08,oceania
190211,0.03,oceania
190212,-0.5,oceania
190301,-0.01,oceania
190302,-0.2,oceania
190303,-0.02,oceania
190304,-0.15,oceania
190305,-0.52,oceania
190306,-0.56,oceania
190307,-0.64,oceania
190308,-0.28,oceania
190309,-0.59,oceania
190310,-0.4,oceania
190311,-0.45,oceania
190312,-1.04,oceania
190401,-0.89,oceania
190402,-0.86,oceania
190403,-0.73,oceania
190404,-0.22,oceania
190405,-0.47,oceania
190406,-1.04,oceania
190407,-0.4,oceania
190408,-0.56,oceania
190409,-0.65,oceania
190410,-0.59,oceania
190411,0.0,oceania
190412,0.07,oceania
190501,-0.07,oceania
190502,-0.54,oceania
190503,-0.03,oceania
190504,0.09,oceania
190505,0.03,oceania
190506,-0.48,oceania
190507,-0.56,oceania
190508,-0.85,oceania
190509,-1.51,oceania
190510,-1.55,oceania
190511,-0.15,oceania
190512,0.4,oceania
190601,0.81,oceania
190602,0.64,oceania
190603,-0.76,oceania
190604,0.42,oceania
190605,0.27,oceania
190606,0.7,oceania
190607,0.41,oceania
190608,-0.15,oceania
190609,-0.33,oceania
190610,-0.13,oceania
190611,-0.88,oceania
190612,-0.43,oceania
190701,-0.46,oceania
190702,-0.21,oceania
190703,-0.81,oceania
190704,-0.58,oceania
190705,-0.22,oceania
190706,-0.24,oceania
190707,-0.18,oceania
190708,-0.03,oceania
190709,-0.08,oceania
190710,0.23,oceania
190711,-0.44,oceania
190712,-0.41,oceania
190801,0.21,oceania
190802,-0.45,oceania
190803,-0.92,oceania
190804,-0.32,oceania
190805,-0.51,oceania
190806,-1.52,oceania
190807,-0.78,oceania
190808,-0.84,oceania
190809,-1.25,oceania
190810,-0.93,oceania
190811,0.05,oceania
190812,0.04,oceania
190901,-0.6,oceania
190902,-0.53,oceania
190903,-0.23,oceania
190904,-0.98,oceania
190905,-0.6,oceania
190906,-0.13,oceania
190907,-0.87,oceania
190908,-0.14,oceania
190909,-0.43,oceania
190910,0.16,oceania
190911,-0.32,oceania
190912,-0.95,oceania
191001,-0.07,oceania
191002,-0.06,oceania
191003,-0.86,oceania
191004,0.05,oceania
191005,0.27,oceania
191006,-0.04,oceania
191007,0.04,oceania
191008,0.23,oceania
191009,0.46,oceania
191010,-0.9,oceania
191011,-0.64,oceania
191012,-0.73,oceania
191101,-0.33,oceania
191102,-0.84,oceania
191103,-0.45,oceania
191104,-0.43,oceania
191105,-0.46,oceania
191106,-0.9,oceania
191107,-0.31,oceania
191108,-0.19,oceania
191109,-0.33,oceania
191110,-0.18,oceania
191111,0.44,oceania
191112,-0.27,oceania
191201,0.5,oceania
191202,0.64,oceania
191203,0.37,oceania
191204,-0.52,oceania
191205,-0.15,oceania
191206,-0.4,oceania
191207,-0.16,oceania
191208,0.12,oceania
191209,0.0,oceania
191210,0.04,oceania
191211,-0.38,oceania
191212,0.11,oceania
191301,-0.44,oceania
191302,-0.15,oceania
191303,-0.71,oceania
191304,-0.07,oceania
191305,-1.46,oceania
191306,-1.16,oceania
191307,-0.12,oceania
191308,-0.26,oceania
191309,-0.67,oceania
191310,0.12,oceania
191311,-0.03,oceania
191312,0.25,oceania
191401,-0.08,oceania
191402,0.46,oceania
191403,0.55,oceania
191404,0.62,oceania
191405,0.13,oceania
191406,0.0,oceania
191407,-0.48,oceania
191408,0.48,oceania
191409,-0.03,oceania
191410,0.52,oceania
191411,0.9,oceania
191412,0.56,oceania
191501,-0.41,oceania
191502,0.74,oceania
191503,0.41,oceania
191504,0.24,oceania
191505,-0.42,oceania
191506,0.74,oceania
191507,0.86,oceania
191508,-0.01,oceania
191509,0.53,oceania
191510,-0.04,oceania
191511,0.39,oceania
191512,0.09,oceania
191601,0.16,oceania
191602,0.23,oceania
191603,0.09,oceania
191604,-0.81,oceania
191605,0.34,oceania
191606,0.45,oceania
191607,-0.26,oceania
191608,0.27,oceania
191609,0.23,oceania
191610,-0.62,oceania
191611,-1.3,oceania
191612,-0.78,oceania
191701,-0.63,oceania
191702,-1.63,oceania
191703,-0.73,oceania
191704,-0.82,oceania
191705,-1.18,oceania
191706,-0.81,oceania
191707,0.5,oceania
191708,-0.44,oceania
191709,-0.16,oceania
191710,-0.38,oceania
191711,-0.91,oceania
191712,-0.17,oceania
191801,-0.57,oceania
191802,-0.8,oceania
191803,-1.11,oceania
191804,-0.56,oceania
191805,-0.11,oceania
191806,0.18,oceania
191807,-0.86,oceania
191808,-0.21,oceania
191809,-0.21,oceania
191810,-0.16,oceania
191811,0.18,oceania
191812,0.2,oceania
191901,0.08,oceania
191902,-0.1,oceania
191903,-0.23,oceania
191904,0.44,oceania
191905,-0.01,oceania
191906,0.32,oceania
191907,-0.26,oceania
191908,-0.17,oceania
191909,-0.32,oceania
191910,-0.26,oceania
191911,0.29,oceania
191912,0.53,oceania
192001,-0.69,oceania
192002,-0.12,oceania
192003,-0.68,oceania
192004,-0.66,oceania
192005,-0.59,oceania
192006,0.05,oceania
192007,-0.07,oceania
192008,-0.2,oceania
192009,-0.18,oceania
192010,-0.09,oceania
192011,-0.02,oceania
192012,-0.54,oceania
192101,-0.3,oceania
192102,-0.07,oceania
192103,-0.66,oceania
192104,-0.33,oceania
192105,0.73,oceania
192106,0.56,oceania
192107,0.27,oceania
192108,-0.58,oceania
192109,-0.01,oceania
192110,-0.55,oceania
192111,0.41,oceania
192112,-0.07,oceania
192201,-0.26,oceania
192202,0.18,oceania
192203,-0.28,oceania
192204,0.65,oceania
192205,-0.39,oceania
192206,-0.32,oceania
192207,-1.04,oceania
192208,-0.71,oceania
192209,-0.18,oceania
192210,0.08,oceania
192211,0.39,oceania
192212,-0.41,oceania
192301,-0.28,oceania
192302,0.77,oceania
192303,0.49,oceania
192304,0.42,oceania
192305,0.37,oceania
192306,-0.4,oceania
192307,-0.53,oceania
192308,-0.91,oceania
192309,-0.81,oceania
192310,-0.59,oceania
192311,-0.47,oceania
192312,-0.01,oceania
192401,-0.67,oceania
192402,-0.55,oceania
192403,-0.45,oceania
192404,-1.19,oceania
192405,0.13,oceania
192406,-0.32,oceania
192407,0.33,oceania
192408,-0.08,oceania
192409,0.19,oceania
192410,-0.37,oceania
192411,-0.58,oceania
192412,-0.77,oceania
192501,-1.07,oceania
192502,-0.41,oceania
192503,-0.36,oceania
192504,-0.32,oceania
192505,-0.29,oceania
192506,-0.31,oceania
192507,-0.82,oceania
192508,-0.81,oceania
192509,-1.31,oceania
192510,-0.53,oceania
192511,0.18,oceania
192512,0.44,oceania
192601,-0.36,oceania
192602,0.89,oceania
192603,-0.02,oceania
192604,0.21,oceania
192605,-1.0,oceania
192606,-0.48,oceania
192607,0.3,oceania
192608,0.05,oceania
192609,0.0,oceania
192610,0.32,oceania
