Date,Anomaly,Region
195811,-0.13,asia
195812,0.2,asia
195901,0.53,asia
195902,0.42,asia
195903,1.43,asia
195904,0.32,asia
195905,-0.2,asia
195906,0.26,asia
195907,-0.2,asia
195908,0.31,asia
195909,0.49,asia
195910,-0.04,asia
195911,-0.55,asia
195912,-0.97,asia
196001,-0.25,asia
196002,1.15,asia
196003,-1.14,asia
196004,-0.52,asia
196005,-0.82,asia
196006,0.34,asia
196007,-0.08,asia
196008,-0.19,asia
196009,0.13,asia
196010,-0.76,asia
196011,-0.95,asia
196012,0.93,asia
196101,0.32,asia
196102,0.86,asia
196103,1.19,asia
196104,0.29,asia
196105,0.2,asia
196106,-0.06,asia
196107,0.15,asia
196108,-0.08,asia
196109,0.14,asia
196110,-0.66,asia
196111,0.29,asia
196112,0.28,asia
196201,1.3,asia
196202,1.83,asia
196203,0.98,asia
196204,0.58,asia
196205,0.5,asia
196206,-0.35,asia
196207,0.39,asia
196208,-0.15,asia
196209,-0.06,asia
196210,-0.25,asia
196211,-0.61,asia
196212,0.51,asia
196301,0.88,asia
196302,1.98,asia
196303,0.25,asia
196304,-0.77,asia
196305,-0.22,asia
196306,-0.34,asia
196307,0.09,asia
196308,0.08,asia
196309,0.12,asia
196310,0.63,asia
196311,1.1,asia
196312,0.29,asia
196401,-0.1,asia
196402,-1.04,asia
196403,-0.4,asia
196404,-0.89,asia
196405,-0.25,asia
196406,-0.16,asia
196407,-0.07,asia
196408,-0.04,asia
196409,-0.15,asia
196410,-0.69,asia
196411,-0.07,asia
196412,0.26,asia
196501,0.4,asia
196502,-0.61,asia
196503,0.44,asia
196504,-0.75,asia
196505,-0.1,asia
196506,-0.07,asia
196507,0.01,asia
196508,-0.3,asia
196509,0.05,asia
196510,0.35,asia
196511,-0.65,asia
196512,-0.28,asia
196601,0.16,asia
196602,-0.45,asia
196603,-0.04,asia
196604,-0.8,asia
196605,0.08,asia
196606,0.12,asia
196607,-0.02,asia
196608,0.43,asia
196609,0.27,asia
196610,-0.38,asia
196611,-0.26,asia
196612,-1.12,asia
196701,-0.62,asia
196702,-0.59,asia
196703,0.94,asia
196704,0.55,asia
196705,0.91,asia
196706,-0.04,asia
196707,0.25,asia
196708,-0.07,asia
196709,-0.43,asia
196710,1.22,asia
196711,0.25,asia
196712,0.32,asia
196801,-0.28,asia
196802,-0.23,asia
196803,2.14,asia
196804,0.15,asia
196805,0.23,asia
196806,-0.32,asia
196807,-0.21,asia
196808,-0.3,asia
196809,-0.56,asia
196810,-0.6,asia
196811,-1.09,asia
196812,-0.99,asia
196901,-2.79,asia
196902,-3.74,asia
196903,-0.57,asia
196904,-0.39,asia
196905,-0.57,asia
196906,-0.28,asia
196907,0.15,asia
196908,-0.38,asia
196909,-0.42,asia
196910,-0.15,asia
196911,0.64,asia
196912,0.4,asia
197001,-0.09,asia
197002,0.55,asia
197003,-0.55,asia
197004,0.3,asia
197005,0.03,asia
197006,-0.33,asia
197007,0.22,asia
197008,-0.27,asia
197009,0.21,asia
197010,-0.47,asia
197011,0.05,asia
197012,-0.11,asia
197101,0.86,asia
197102,-1.18,asia
197103,-0.36,asia
197104,-0.17,asia
197105,0.06,asia
197106,-0.2,asia
197107,0.02,asia
197108,-0.08,asia
197109,0.35,asia
197110,0.09,asia
197111,1.86,asia
197112,1.09,asia
197201,-1.62,asia
197202,-1.28,asia
197203,0.11,asia
197204,0.61,asia
197205,-0.26,asia
197206,0.07,asia
197207,-0.23,asia
197208,-0.24,asia
197209,-0.68,asia
197210,0.11,asia
197211,-0.51,asia
197212,0.52,asia
197301,-0.26,asia
197302,1.62,asia
197303,0.85,asia
197304,0.94,asia
197305,0.24,asia
197306,0.38,asia
197307,-0.01,asia
197308,0.11,asia
197309,-0.14,asia
197310,-0.34,asia
197311,0.82,asia
197312,0.95,asia
197401,-1.04,asia
197402,-1.6,asia
197403,0.49,asia
197404,0.6,asia
197405,0.13,asia
197406,-0.23,asia
197407,0.31,asia
197408,0.03,asia
197409,0.3,asia
197410,-0.31,asia
197411,-0.67,asia
197412,-0.77,asia
197501,1.48,asia
197502,0.47,asia
197503,1.63,asia
197504,1.13,asia
197505,0.32,asia
197506,0.39,asia
197507,0.09,asia
197508,-0.01,asia
197509,0.72,asia
197510,0.09,asia
197511,0.01,asia
197512,0.6,asia
197601,1.32,asia
197602,-0.52,asia
197603,-1.01,asia
197604,0.26,asia
197605,-0.1,asia
197606,-0.26,asia
197607,-0.55,asia
197608,-0.28,asia
197609,-0.03,asia
197610,-1.65,asia
197611,-1,asia
197612,-0.64,asia
197701,-2.01,asia
197702,-1.16,asia
197703,0.86,asia
197704,1.03,asia
197705,0.64,asia
197706,0.75,asia
197707,0.07,asia
197708,-0.2,asia
197709,0.13,asia
197710,-0.82,asia
197711,1.4,asia
197712,0.49,asia
197801,0.39,asia
197802,-0.28,asia
197803,0.8,asia
197804,0.57,asia
197805,-0.15,asia
197806,-0.09,asia
197807,-0.2,asia
197808,-0.47,asia
197809,0.12,asia
197810,0.35,asia
197811,1.63,asia
197812,-0.07,asia
197901,-0.58,asia
197902,0.54,asia
197903,-0.05,asia
197904,-0.82,asia
197905,0.28,asia
197906,0.14,asia
197907,-0.02,asia
197908,-0.3,asia
197909,0.09,asia
197910,0.09,asia
197911,-0.01,asia
197912,1.76,asia
198001,-0.28,asia
198002,0.13,asia
198003,-0.82,asia
198004,-0.09,asia
198005,0.28,asia
198006,0.18,asia
198007,0.17,asia
198008,-0.05,asia
198009,0.12,asia
198010,0.29,asia
198011,0.88,asia
198012,1.58,asia
198101,2.01,asia
198102,1.23,asia
198103,0.98,asia
198104,0.98,asia
198105,0.22,asia
198106,0.56,asia
198107,0.31,asia
198108,0.4,asia
198109,0.04,asia
198110,-0.07,asia
198111,0.11,asia
198112,1.48,asia
198201,0.27,asia
198202,0.73,asia
198203,-0.58,asia
198204,1.28,asia
198205,0.28,asia
198206,-0.1,asia
198207,0.07,asia
198208,-0.09,asia
198209,0.05,asia
198210,-0.29,asia
198211,-0.07,asia
198212,1.28,asia
198301,1.89,asia
198302,0.86,asia
198303,0.89,asia
198304,-0.16,asia
198305,0.13,asia
198306,-0.01,asia
198307,0.21,asia
198308,0.37,asia
198309,0.56,asia
198310,0.42,asia
198311,1.75,asia
198312,1.7,asia
198401,1.16,asia
198402,-1.07,asia
198403,0.69,asia
198404,-0.62,asia
198405,0.92,asia
198406,0.22,asia
198407,0.13,asia
198408,-0.2,asia
198409,-0.12,asia
198410,-0.24,asia
198411,-0.6,asia
198412,-1.63,asia
198501,-0.26,asia
198502,-0.44,asia
198503,-0.47,asia
198504,0.62,asia
198505,-0.02,asia
198506,0.16,asia
198507,-0.38,asia
198508,0.19,asia
198509,0.01,asia
198510,0.04,asia
198511,0.62,asia
198512,0.26,asia
198601,0.86,asia
198602,0.37,asia
198603,0.59,asia
198604,0.39,asia
198605,0.11,asia
198606,0.26,asia
198607,0.01,asia
198608,-0.09,asia
198609,-0.01,asia
198610,0.25,asia
198611,0.68,asia
198612,-0.25,asia
198701,-0.09,asia
198702,1.31,asia
198703,-0.31,asia
198704,-0.62,asia
198705,0.21,asia
198706,-0.26,asia
198707,0.15,asia
198708,0.36,asia
198709,0.08,asia
198710,-0.34,asia
198711,-1.31,asia
198712,0.54,asia
198801,1.26,asia
198802,-0.05,asia
198803,0.42,asia
198804,0.44,asia
198805,0.31,asia
198806,0.7,asia
198807,0.73,asia
198808,0.23,asia
198809,0.88,asia
198810,0.82,asia
198811,1.11,asia
198812,2.42,asia
198901,0.62,asia
198902,1.74,asia
198903,2.13,asia
198904,-0.04,asia
198905,0.62,asia
198906,0.17,asia
198907,0.24,asia
198908,0.04,asia
198909,0.1,asia
198910,0.63,asia
198911,0.43,asia
198912,1.88,asia
199001,-0.09,asia
199002,1.59,asia
199003,3.12,asia
199004,1.02,asia
199005,0.93,asia
199006,0.62,asia
199007,0.24,asia
199008,0.33,asia
199009,0.19,asia
199010,0.81,asia
199011,1.05,asia
199012,1.51,asia
199101,1.4,asia
199102,0.4,asia
199103,-0.18,asia
199104,1.17,asia
199105,0.59,asia
199106,0.77,asia
199107,0.72,asia
199108,0.27,asia
199109,0.57,asia
199110,0.96,asia
199111,1.3,asia
199112,0.41,asia
199201,1.52,asia
199202,1.32,asia
199203,0.43,asia
199204,-0.07,asia
199205,0.34,asia
199206,-0.4,asia
199207,-0.3,asia
199208,-0.33,asia
199209,-0.51,asia
199210,-0.51,asia
199211,-0.31,asia
199212,1.4,asia
199301,1.48,asia
199302,2.26,asia
199303,1.36,asia
199304,-0.01,asia
199305,-0.03,asia
199306,0.28,asia
199307,0.19,asia
199308,-0.14,asia
199309,-0.28,asia
199310,-0.01,asia
199311,-1.14,asia
199312,0.2,asia
199401,0.91,asia
199402,-0.27,asia
199403,0.75,asia
199404,0.66,asia
199405,0.68,asia
199406,0.78,asia
199407,0.19,asia
199408,0.23,asia
199409,0.31,asia
199410,1.1,asia
199411,1.23,asia
199412,0.24,asia
199501,1.8,asia
199502,3.37,asia
199503,1.48,asia
199504,1.32,asia
199505,0.58,asia
199506,0.75,asia
199507,0.34,asia
199508,0.75,asia
199509,0.56,asia
199510,1.21,asia
199511,1.97,asia
199512,0.95,asia
199601,0.25,asia
199602,1.03,asia
199603,0.63,asia
199604,-0.4,asia
199605,0.66,asia
199606,0.16,asia
199607,0.64,asia
199608,-0.24,asia
199609,-0.19,asia
199610,0.19,asia
199611,0.98,asia
199612,0.91,asia
199701,0.82,asia
199702,1.03,asia
199703,2.02,asia
199704,2.02,asia
199705,0.87,asia
199706,0.54,asia
199707,0.2,asia
199708,0.45,asia
199709,0.23,asia
199710,1.52,asia
199711,0.11,asia
199712,-0.15,asia
199801,0.3,asia
199802,1.34,asia
199803,1.09,asia
199804,0.71,asia
199805,0.47,asia
199806,1.09,asia
199807,1.18,asia
199808,1.21,asia
199809,0.48,asia
199810,0.5,asia
199811,-0.47,asia
199812,1.8,asia
199901,1.24,asia
199902,2.99,asia
199903,-1.02,asia
199904,0.93,asia
199905,0.74,asia
199906,0.43,asia
199907,0.94,asia
199908,0.4,asia
199909,0.5,asia
199910,1.02,asia
199911,0.49,asia
199912,2.24,asia
200001,0.41,asia
200002,1.58,asia
200003,1.41,asia
200004,2.29,asia
200005,1.15,asia
200006,1.01,asia
200007,0.84,asia
200008,0.83,asia
200009,0.45,asia
200010,-0.22,asia
200011,-0.74,asia
200012,0.26,asia
200101,-0.1,asia
200102,0.57,asia
200103,1.53,asia
200104,1.09,asia
200105,1.69,asia
200106,1.03,asia
200107,1.01,asia
200108,0.86,asia
200109,0.47,asia
200110,0.64,asia
200111,2.38,asia
200112,0.62,asia
200201,2.44,asia
200202,3.31,asia
200203,3.42,asia
200204,0.78,asia
200205,0.77,asia
200206,0.92,asia
200207,1.04,asia
200208,0.69,asia
200209,0.52,asia
200210,0.54,asia
200211,1.02,asia
200212,-1.2,asia
200301,1.49,asia
200302,1.5,asia
200303,1.31,asia
200304,0.87,asia
200305,0.88,asia
200306,0.48,asia
200307,0.51,asia
200308,0.95,asia
200309,1.06,asia
200310,1.32,asia
200311,0.41,asia
200312,2.28,asia
200401,1.73,asia
200402,1.99,asia
200403,1.76,asia
200404,0.78,asia
200405,0.91,asia
200406,0.61,asia
200407,0.46,asia
200408,0.32,asia
200409,0.84,asia
200410,0.45,asia
200411,2.36,asia
200412,0.37,asia
200501,1.7,asia
200502,-0.39,asia
200503,1.5,asia
200504,1.38,asia
200505,1.22,asia
200506,1.28,asia
200507,1.11,asia
200508,0.64,asia
200509,1.57,asia
200510,1.64,asia
200511,2.41,asia
200512,1.01,asia
200601,-0.9,asia
200602,1.71,asia
200603,1.61,asia
200604,-0.04,asia
200605,0.94,asia
200606,1.37,asia
200607,0.55,asia
200608,0.83,asia
200609,1.06,asia
200610,1.18,asia
200611,1.65,asia
200612,2.14,asia
200701,3.59,asia
200702,1.54,asia
200703,1.73,asia
200704,2.45,asia
200705,1.52,asia
200706,0.87,asia
200707,0.94,asia
200708,1.37,asia
200709,1.35,asia
200710,1.28,asia
200711,1.83,asia
200712,2.09,asia
200801,-0.3,asia
200802,1.02,asia
200803,4.03,asia
200804,1.3,asia
200805,1.27,asia
200806,1,asia
200807,0.93,asia
200808,0.85,asia
200809,0.67,asia
200810,2.03,asia
200811,2.13,asia
200812,1.71,asia
200901,1.63,asia
200902,1.09,asia
200903,1.74,asia
200904,1.6,asia
200905,0.96,asia
200906,0.84,asia
200907,0.6,asia
200908,0.65,asia
200909,1.29,asia
200910,1.49,asia
200911,0.35,asia
200912,-0.05,asia
201001,0.44,asia
201002,-0.18,asia
201003,1.21,asia
201004,0.83,asia
201005,1.69,asia
201006,1.51,asia
201007,1.53,asia
201008,1.22,asia
201009,0.9,asia
201010,1.42,asia
201011,2.67,asia
201012,0.35,asia
201101,0.09,asia
201102,0.6,asia
201103,1.69,asia
201104,2.26,asia
201105,1.39,asia
201106,1.45,asia
201107,1,asia
201108,0.92,asia
201109,0.78,asia
201110,1.89,asia
201111,0.9,asia
201112,1.35,asia
201201,0.29,asia
201202,-0.12,asia
201203,0.54,asia
201204,2.34,asia
201205,1.95,asia
201206,1.85,asia
201207,1.4,asia
201208,0.82,asia
201209,1.16,asia
201210,1.18,asia
201211,1.18,asia
201212,-0.67,asia
201301,0.64,asia
201302,1.29,asia
201303,1.18,asia
201304,1.48,asia
201305,1.62,asia
201306,1.09,asia
201307,0.83,asia
201308,0.95,asia
201309,0.54,asia
201310,0.87,asia
201311,2.95,asia
201312,2.63,asia
201401,0.63,asia
201402,-0.01,asia
201403,3,asia
201404,2.34,asia
201405,1.39,asia
201406,1.12,asia
201407,0.52,asia
201408,1.1,asia
201409,0.55,asia
201410,0.42,asia
201411,0.81,asia
201412,1.63,asia
201501,2.36,asia
201502,3.25,asia
201503,2.56,asia
201504,1.61,asia
201505,1.65,asia
201506,1.45,asia
201507,0.92,asia
201508,0.91,asia
201509,1.11,asia
201510,1.18,asia
201511,1.47,asia
201512,2.85,asia
201601,1.68,asia
201602,3.35,asia
201603,3.6,asia
201604,2.69,asia
201605,1.33,asia
201606,1.46,asia
201607,1.34,asia
201608,1.59,asia
201609,1.86,asia
201610,0.32,asia
201611,-0.06,asia
201612,1.78,asia
201701,2.24,asia
201702,2.33,asia
201703,3.33,asia
201704,2.15,asia
201705,1.26,asia
201706,1.25,asia
201707,1.16,asia
201708,1.31,asia
201709,1.11,asia
201710,0.99,asia
201711,1.89,asia
201712,2.37,asia
201801,1.3,asia
201802,1.82,asia
201803,2.14,asia
201804,1.85,asia
201805,1.05,asia
201806,1.53,asia
201807,1.16,asia
201808,1.24,asia
201809,1.27,asia
201810,2.11,asia
201811,1.13,asia
201812,0.97,asia
201901,2.33,asia
201902,2.05,asia
201903,3.21,asia
201904,2.17,asia
201905,1.32,asia
201906,1.54,asia
201907,1.05,asia
201908,1.21,asia
201909,1.39,asia
201910,1.93,asia
201911,1.21,asia
201912,2.2,asia
202001,3.51,asia
202002,4.16,asia
202003,3.67,asia
202004,2.55,asia
202005,2.31,asia
202006,1.41,asia
202007,1.42,asia
202008,1.16,asia
202009,1.78,asia
202010,1.51,asia
202011,2.72,asia
202012,0.64,asia
202101,0.44,asia
202102,1.79,asia
202103,2.37,asia
202104,1.82,asia
202105,2.16,asia
202106,1.7,asia
202107,1.66,asia
202108,1.61,asia
202109,1.19,asia
202110,1.43,asia
202111,2.02,asia
202112,1.62,asia
202201,2.66,asia
202202,2.47,asia
202203,2.76,asia
202204,2.68,asia
202205,1.74,asia
202206,1.88,asia
202207,1.47,asia
202208,1.36,asia
202209,1.26,asia
202210,1.8,asia
202211,1.6,asia
202212,1.19,asia
202301,0.93,asia
202302,3.07,asia
202303,3.9,asia
202304,1.25,asia
202305,1.24,asia
202306,1.55,asia
202307,1.67,asia
202308,1.95,asia
202309,1.93,asia
202310,2.69,asia
202311,3.14,asia
202312,1.79,asia
202401,2.42,asia
202402,1.69,asia
202403,2.55,asia
202404,2.73,asia
202405,1.61,asia
202406,2.08,asia
202407,1.85,asia
202408,1.73,asia
202409,1.72,asia
202410,1.92,asia
202411,3.39,asia
202412,2.75,asia
202501,3.35,asia
202502,2.52,asia
202503,2.9,asia
202504,3.26,asia
202505,2.04,asia
202506,1.63,asia
202507,1.62,asia
202508,1.58,asia
202509,1.78,asia
202510,1.18,asia
202511,2.23,asia
